#name name2
NM_001275874.1 Snmp1
NM_142696.3 Snmp1
NM_001104385.2 SNF4Agamma
NM_001104384.3 SNF4Agamma
NM_001043271.3 SNF4Agamma
NM_169948.3 SNF4Agamma
NM_001170198.2 SNF4Agamma
NM_001170199.2 SNF4Agamma
NM_169949.3 SNF4Agamma
NM_001043273.3 SNF4Agamma
NM_001043272.2 SNF4Agamma
NM_169950.3 SNF4Agamma
NM_001043274.2 SNF4Agamma
NM_142697.4 CG5862
NM_142698.2 Smyd5
NM_142699.3 Oga
NM_001316498.1 CG3337
NM_142700.2 CG3337
NR_125221.1 CR44265
NM_001300509.1 Nelf-A
NM_142701.2 Nelf-A
NM_001275875.1 Nelf-A
NR_125222.1 CR44265
NM_142702.2 CG5892
NM_142703.3 ETHR
NM_001300510.1 ETHR
NM_206533.2 ETHR
NM_169953.3 Rab1
NR_133428.2 CR45798
NM_142704.3 AP-2sigma
NM_001170202.2 CG5919
NM_142705.3 CG5919
NM_142706.4 CG3308
NM_169954.2 CG3301
NM_142707.3 CG3301
NM_001300511.1 CG3301
NM_001170203.1 SIFaR
NM_142709.2 SIFaR
NM_142708.3 CG17298
NR_048444.1 Hsromega
NR_002069.3 Hsromega
NR_002067.3 Hsromega
NR_133429.1 Hsromega
NR_074036.1 Hsromega
NR_002068.4 Hsromega
NR_074035.1 Hsromega
NR_048446.1 mir-4951
NM_142710.4 CG16791
NM_001300514.1 CG16791
NM_001300513.1 CG16791
NM_001300512.1 CG16791
NM_001316585.1 pre-mod(mdg4)-B
NM_001316584.1 pre-mod(mdg4)-B
NM_001316583.1 pre-mod(mdg4)-H
NM_001316582.1 pre-mod(mdg4)-H
NM_001316587.1 pre-mod(mdg4)-G
NM_001316586.1 pre-mod(mdg4)-G
NM_001300520.2 pre-mod(mdg4)-B
NM_001300518.1 pre-mod(mdg4)-K
NM_001316590.1 pre-mod(mdg4)-K
NM_001316589.1 pre-mod(mdg4)-P
NM_001300515.1 pre-mod(mdg4)-P
NM_001316592.1 pre-mod(mdg4)-I
NM_001300517.1 pre-mod(mdg4)-I
NM_001316588.1 pre-mod(mdg4)-J
NM_001300519.1 pre-mod(mdg4)-J
NM_001316591.1 pre-mod(mdg4)-L
NM_001300516.1 pre-mod(mdg4)-L
NM_001202327.2 pre-mod(mdg4)-Z
NM_001202326.2 pre-mod(mdg4)-T
NM_001202329.2 pre-mod(mdg4)-Y
NM_001316597.1 pre-mod(mdg4)-Y
NM_001202330.2 pre-mod(mdg4)-AD
NM_001316596.1 pre-mod(mdg4)-AD
NM_001202331.2 pre-mod(mdg4)-AE
NM_001316602.1 pre-mod(mdg4)-AE
NM_001316600.1 pre-mod(mdg4)-X
NM_001202328.2 pre-mod(mdg4)-X
NM_001202332.2 pre-mod(mdg4)-W
NM_001316598.1 pre-mod(mdg4)-W
NM_001316599.1 pre-mod(mdg4)-U
NM_001202334.3 pre-mod(mdg4)-U
NM_001202333.2 pre-mod(mdg4)-V
NM_001316601.1 pre-mod(mdg4)-V
NM_176523.1 mod(mdg4)
NM_176524.1 mod(mdg4)
NM_001260300.1 mod(mdg4)
NM_001260299.1 mod(mdg4)
NM_176525.1 mod(mdg4)
NM_001347766.1 pre-mod(mdg4)-U
NM_001347765.1 pre-mod(mdg4)-V
NM_176526.1 mod(mdg4)
NM_176527.1 mod(mdg4)
NM_163892.2 mod(mdg4)
NM_001316608.1 pre-mod(mdg4)-AA
NM_001316607.1 pre-mod(mdg4)-AA
NM_001316606.1 pre-mod(mdg4)-O
NM_001316605.1 pre-mod(mdg4)-O
NM_001316604.1 pre-mod(mdg4)-N
NM_001316603.1 pre-mod(mdg4)-N
NM_001104386.2 mod(mdg4)
NM_163893.2 mod(mdg4)
NM_163894.2 mod(mdg4)
NM_079709.3 tin
NM_169958.2 bap
NM_001104389.3 CG6475
NR_133430.1 CR46046
NM_001104391.3 CG7907
NM_001104390.2 CG7907
NM_142713.3 CheB93a
NM_169959.3 CheB93b
NM_079710.4 lbl
NM_001275876.2 lbl
NM_001144620.2 lbl
NR_074037.1 CR44089
NM_079711.3 lbe
NR_048449.1 CR43453
NM_142714.3 Fancm
NM_001275877.1 Fancm
NR_125223.1 CR44032
NM_057525.3 C15
NM_142715.3 CG7956
NM_001014644.3 CG7956
NM_001043275.2 CG7956
NM_001170205.2 CG7956
NM_001170204.2 CG7956
NR_048450.1 CR43372
NR_074038.1 CR44033
NM_001275879.1 slou
NM_057309.3 slou
NM_142717.2 CG15498
NM_001144623.2 InR
NM_001144622.2 InR
NM_079712.6 InR
NM_001144621.3 InR
NR_074039.1 CR43653
NR_074041.1 CR44034
NR_074040.1 CR44034
NR_048451.1 mir-998
NR_048453.1 mir-11
NR_133431.1 CR46055
NR_133432.1 CR46056
NR_133433.1 CR46057
NM_142718.2 Archease
NM_142719.2 CG15497
NM_080488.3 DNApol-alpha180
NM_169963.2 CG31176
NR_125224.1 CR44096
NR_074042.1 CR44096
NM_001170206.2 Sfp93F
NM_001202335.2 CG42869
NM_001202336.2 CG42870
NM_001170207.1 CG34034
NM_142722.1 CG5849
NM_001170208.2 CG5849
NM_169964.3 CG31343
NM_001316609.1 CG31233
NM_169965.2 CG31233
NM_169966.2 CG31198
NM_169967.3 CG42335
NM_142726.2 Burs
NM_001300527.1 GABA-B-R2
NM_079714.2 GABA-B-R2
NM_169968.1 GABA-B-R2
NM_142727.1 CG6800
NM_079715.3 RpI12
NM_001275881.1 tsl
NM_079716.3 tsl
NM_169969.2 tsl
NM_001170210.2 CASK
NR_125225.1 CRG
NM_169970.2 CASK
NM_169971.3 CASK
NM_001104392.3 CASK
NM_001104393.3 CASK
NM_001275882.1 CASK
NM_079717.4 CASK
NR_048455.1 mir-999
NR_048457.1 mir-4969
NR_125226.1 CR45632
NM_079718.3 Gr93a
NM_169972.2 Gr93b
NM_169973.1 Gr93c
NR_074043.1 CR44087
NM_169974.1 Gr93d
NM_079719.3 glec
NR_125227.1 CR45644
NR_125228.1 CR45645
NM_142730.3 lsn
NM_169975.3 CG6569
NM_142731.3 CG6569
NM_001275883.1 CG6569
NM_001104394.2 CG6569
NM_142732.3 Cby
NM_001275884.1 Cby
NM_169976.1 CG31174
NM_001275885.1 CG31174
NM_169977.3 CG31431
NM_001260303.2 CG31431
NM_001260302.1 CG31431
NM_001144624.1 CG31178
NM_142734.2 CG6656
NM_001316610.1 CG34148
NM_176531.2 CG34148
NM_176529.1 P5CDh2
NM_176532.1 P5CDh2
NM_176530.1 P5CDh2
NM_176534.1 P5CDh2
NM_176533.1 P5CDh2
NM_176528.2 P5CDh2
NR_125230.1 CR45046
NR_125229.1 CR45046
NM_001275887.1 CG31465
NM_169985.2 CG31465
NM_001275886.1 CG31465
NM_142736.3 fit
NM_142737.2 CG17819
NM_142738.3 dnd
NM_001316611.1 CG43844
NM_001316612.1 CG43844
NM_001316613.1 CG43844
NM_142740.2 CG6690
NM_142741.4 CG17843
NM_001104395.2 Eip93F
NM_001275888.1 Eip93F
NM_143745.3 Eip93F
NM_142742.3 CG6332
NM_142743.3 CG6439
NM_001170211.1 CG6439
NM_142744.3 mRpL35
NM_142745.4 CG6028
NM_001275891.1 Cchl
NM_142746.3 Cchl
NM_079721.4 ND-42
NM_001275892.1 ND-42
NM_169990.3 ND-42
NM_142747.4 CG13409
NM_142748.5 CG6015
NM_001300529.1 CG45099
NM_169991.2 pit
NM_142749.3 Fadd
NM_079722.4 pit
NM_001300530.1 pit
NR_048460.1 scaRNA:MeU5-G38
NM_169992.3 how
NM_001032032.3 how
NM_001170213.2 how
NM_001170212.2 how
NM_079723.4 how
NM_001275893.1 how
NM_142750.2 CG13408
NM_142751.2 CG5778
NM_001275894.1 CG5778
NM_001275895.1 CG5791
NM_143978.4 CG5791
NM_001316505.1 CG5791
NM_142752.1 CG13407
NM_169993.1 Ir94a
NM_169994.2 Ir94b
NM_169995.2 Ir94c
NM_206540.2 CG42390
NM_169996.2 CG42390
NM_001275896.1 CG42390
NM_001275897.1 SKIP
NR_125231.1 CR45224
NM_001275900.1 Gld2
NM_142755.4 Gld2
NR_048461.1 mir-1010
NM_169999.3 CG7084
NM_001300531.1 CG7084
NM_001260306.2 CG7084
NM_142759.3 CG7084
NM_001300532.1 CG34377
NM_001316614.1 CG34377
NM_001275901.2 CG34377
NM_142761.4 CG34377
NM_001260307.2 CG34377
NR_133434.1 CR46261
NM_142762.4 CG7080
NM_001043278.1 CG33721
NM_142763.3 CG13862
NM_142764.3 CG5391
NM_001300533.1 CG5388
NM_142765.2 CG5388
NR_133435.1 CR46054
NM_142766.2 CG5386
NM_001275902.1 rdhB
NM_142767.2 rdhB
NM_170000.3 Sar1
NM_170002.3 Sar1
NM_170001.3 Sar1
NM_206542.2 Sar1
NM_001275903.2 PSR
NM_142769.4 PSR
NM_001300534.1 CG7071
NM_001300535.1 Muted
NM_206543.2 CG7071
NM_142770.2 CG7071
NM_001043279.1 Muted
NM_170003.3 CG5382
NM_142772.1 CG5380
NM_001260308.1 CG5380
NM_170004.2 PyK
NM_079724.3 PyK
NM_142773.1 CG7069
NM_142774.3 CG18596
NM_001104399.2 CG34149
NM_001043280.3 CG34149
NM_001260309.2 CG43342
NM_001170214.2 CG43343
NM_170005.3 CG43343
NM_170006.4 CG43343
NM_142776.4 CG5379
NM_001275904.1 CG5379
NM_142777.2 CG7059
NM_176536.2 CG7059
NM_170008.2 CG7059
NM_142778.2 CG13857
NM_142779.3 CG13856
NM_142780.3 CG13855
NM_001275905.1 CG13850
NM_142781.5 CG13850
NM_142783.2 Nop56
NM_142784.3 mats
NM_001275906.1 mats
NM_001300536.1 mats
NM_142785.2 pinta
NM_001300537.1 pinta
NM_142786.3 CG13847
NM_001275907.1 CG13847
NM_142787.2 CG12499
NM_001104400.2 CG34288
NM_170013.3 CG34376
NM_001104402.2 CG34376
NM_142791.3 Rpn7
NM_170015.3 AP-2mu
NM_001170215.2 AP-2mu
NM_142792.5 AP-2mu
NM_142793.3 CG7054
NM_142794.3 Pebp1
NM_142795.4 CG5377
NM_001170216.3 Nrx-1
NM_079725.5 Nrx-1
NM_001275912.2 Nrx-1
NM_001275908.2 Nrx-1
NM_001275910.2 Nrx-1
NM_001275909.2 Nrx-1
NM_001275911.2 Nrx-1
NM_001275913.2 Nrx-1
NM_001300538.1 Nrx-1
NR_048463.1 mir-4952
NM_001170217.2 Pfdn5
NM_142796.4 Pfdn5
NM_142797.2 CG5376
NM_079726.4 T-cp1
NM_170016.2 T-cp1
NM_142798.2 tHMG1
NM_001170218.2 tHMG2
NM_142799.2 tHMG2
NM_001170219.2 Octbeta1R
NM_142800.3 Octbeta1R
NM_001038975.3 Octbeta1R
NM_001275914.1 Octbeta1R
NM_142801.2 CG5346
NM_176537.2 CG33099
NM_176538.2 CG33093
NM_142803.3 CG5326
NR_125232.1 CR45646
NR_125233.1 CR45647
NR_074047.2 CR44062
NM_142805.4 bond
NM_170022.2 bond
NM_170023.2 bond
NM_142806.2 CG5278
NM_176539.2 CG33110
NM_079727.3 CSN6
NM_079728.5 Dph5
NM_176540.2 CG33107
NM_142809.4 CG6937
NM_170026.2 btn
NM_001104403.2 Efa6
NM_001104404.2 Efa6
NM_176541.3 Efa6
NM_001170220.2 Efa6
NM_170027.4 Efa6
NM_142813.6 CG31156
NM_142812.2 CG13843
NM_001300539.1 EF-G2
NM_170028.3 EF-G2
NM_170029.2 CG31161
NM_142815.4 mRpL45
NM_170033.3 loco
NM_001260312.2 loco
NM_170032.3 loco
NM_170030.2 loco
NM_001260311.1 loco
NR_048466.1 CR43475
NR_048467.1 CR43474
NM_001275916.1 Gclm
NM_170034.3 Gclm
NM_142821.3 CG17625
NM_142822.3 wfs1
NM_001202338.2 wfs1
NM_142823.3 Nup133
NM_142824.3 cd
NM_142825.4 Cyp6d4
NM_001275917.2 CCAP
NM_142826.2 CCAP
NM_142827.2 CG6972
NM_001316516.1 CG6972
NM_142828.3 CG13842
NM_142829.3 CG4907
NM_001275918.1 wge
NM_170038.2 wge
NM_170037.2 wge
NM_001043281.2 wge
NM_058023.5 Irp-1A
NR_125234.1 CR45648
NM_142831.4 CG4813
NM_001300542.1 CG45049
NM_001104406.3 CG45049
NM_001300543.1 CG45049
NM_001104407.3 CG45049
NM_001300544.1 CG45049
NM_142833.2 Takl2
NM_079729.3 Dcr-1
NM_142834.3 CG6985
NM_142835.4 vret
NM_142836.3 HP1c
NM_142837.4 CG17141
NM_170040.3 CG31139
NM_001275919.1 CG31139
NM_142838.4 rumi
NM_001275920.2 rumi
NM_142842.3 Usp12-46
NM_001275923.2 CG7029
NM_001275924.2 CG7029
NM_001104410.3 CG7029
NM_001104411.3 CG7029
NM_142839.4 CG4725
NM_142840.4 CG4723
NM_142841.4 CG4721
NM_143984.3 CG13841
NM_001316554.1 CG13841
NM_001260317.3 CG43091
NM_001260318.1 CG43092
NM_001260319.1 CG43093
NM_001260320.2 CG43094
NM_001260321.2 CG43095
NR_048468.1 mir-4953
NR_074049.1 CR43654
NR_074048.1 CR43654
NM_001275922.2 CG7029
NM_176542.4 CG7029
NM_142844.1 CG7031
NM_142845.3 CG13840
NR_125235.1 CR44350
NM_142846.2 CG4704
NM_001300547.1 CG4704
NR_074050.1 CR43846
NM_142847.2 CG6660
NR_133436.1 CR46088
NR_074051.1 CR43655
NM_001275925.1 Tpl94D
NM_170042.2 Tpl94D
NM_142848.3 Gbp3
NM_001300548.1 Gbp3
NM_170043.2 Nha2
NM_001260322.1 Nha2
NM_079731.1 Or94a
NM_079732.1 Or94b
NR_048470.1 CR43454
NM_001275926.1 CG34375
NM_001170222.1 CG34375
NM_142852.4 CG34375
NR_074052.1 CR44225
NM_142853.2 CG6688
NM_001275927.1 lmd
NM_170044.2 lmd
NM_142854.2 CG13833
NR_074053.1 CR44226
NM_142855.2 CG13838
NM_142856.1 CG13837
NM_142857.4 CG17121
NM_001260323.2 p53
NM_206545.2 p53
NM_001170223.1 p53
NM_206544.2 p53
NM_170046.1 Gr94a
NR_133437.1 CR46089
NM_142859.3 CG17119
NM_176543.2 CG17119
NM_176544.3 sav
NM_001202340.2 sav
NM_142861.4 Ublcp1
NM_142862.2 CG17111
NM_001104413.3 Cow
NM_001275928.1 Cow
NM_001170224.2 Cow
NM_170048.3 CG6726
NM_001300549.1 CG6726
NM_001300550.1 CG17110
NM_142863.2 CG6726
NM_142864.2 CG17110
NM_001275929.1 CG17110
NM_142865.4 CG17109
NM_001275930.1 CG17109
NM_142866.3 CG6733
NM_142867.3 CG6738
NM_142869.5 Rassf
NM_079734.5 CenB1A
NM_170049.4 CenB1A
NM_170050.2 CG31365
NM_170051.2 CG31457
NM_001038976.1 hh
NM_001275931.1 unk
NM_001260326.2 unk
NM_176545.3 unk
NM_001316501.1 unk
NM_001260325.2 unk
NM_001260324.2 unk
NM_176546.3 unk
NM_142871.1 VhaAC39-2
NM_142872.3 CG13829
NM_001275933.1 Irk1
NM_001275932.1 Irk1
NM_001347788.1 CG46310
NM_001202341.1 Irk1
NM_001104414.2 Irk1
NM_001275934.1 Irk1
NM_001170226.1 Irk1
NM_142874.3 Irk1
NM_170055.2 cnc
NM_170056.2 cnc
NM_001260328.1 cnc
NM_170057.2 cnc
NM_001260327.2 cnc
NM_170059.3 cnc
NM_001275936.1 cnc
NM_170060.2 fzo
NM_142876.4 CG4467
NM_001043282.2 CG4467
NM_001275938.1 Rad60
NM_001275939.1 Rad60
NM_001275937.1 Rad60
NM_001275940.1 Rad60
NM_142877.1 Rad60
NM_001170227.1 Rad60
NM_142878.4 EloA
NM_170061.3 EloA
NM_142879.3 wda
NM_142880.3 CG13827
NM_001260334.1 CG13827
NM_001275941.1 orb
NM_170064.2 orb
NM_170062.2 orb
NM_079736.3 orb
NM_170065.2 orb
NM_170063.2 orb
NM_001170228.1 orb
NM_058049.5 Cdc16
NM_142881.3 CG6763
NM_001275942.1 CG6763
NM_142882.2 CG17083
NM_142883.2 CG4434
NM_001275943.1 pnt
NM_170070.2 pnt
NM_170651.4 pnt
NR_133438.1 CR46090
NM_079738.3 DNApol-epsilon255
NM_001275944.1 ATPsynCF6
NM_001260335.1 ATPsynCF6
NM_057846.5 ATPsynCF6
NM_001300551.1 Sec13
NM_143720.4 Sec13
NM_057284.6 RpS3
NM_001300552.1 RpS3
NM_001300553.1 CG4408
NM_142884.2 CG4408
NR_125236.1 CR44322
NM_170073.2 CG42827
NM_142885.3 CG42827
NM_001202342.1 CG42828
NM_001300555.1 CG4393
NM_001300554.1 CG4393
NM_142886.2 CG4393
NM_170074.2 CG31515
NR_048471.1 CR43387
NR_125237.1 CR44323
NM_142888.4 CG17380
NM_001144627.1 Ir94d
NM_001104415.2 Ir94e
NM_001275945.2 CG4374
NM_001275946.1 CG43694
NM_170075.2 Ir94f
NM_142890.2 Ir94g
NR_125238.1 CR44324
NM_142891.2 Ir94h
NM_001144628.3 CG34289
NM_001260336.2 CG34289
NM_001300556.1 Irk2
NM_170076.2 Irk2
NM_001170229.2 Irk2
NM_142892.2 Irk2
NM_142893.2 CG10177
NM_001300557.1 CG10175
NM_001300558.1 CG10175
NM_142894.2 CG10175
NM_170078.2 CG10175
NM_170077.2 CG10175
NM_142895.3 CG10170
NM_142896.2 CG16732
NM_001202343.1 CG16732
NM_142897.2 CG10168
NM_001170230.2 CG10164
NM_142898.2 CG10164
NM_142899.2 beat-IV
NM_001275947.1 beat-IV
NM_142901.2 CG10182
NM_206546.2 CG33337
NM_142902.3 CG16723
NM_142903.3 CG10183
NM_142904.4 CG10184
NM_001144631.2 CG31145
NM_001144629.3 CG31145
NM_176547.3 CG31145
NM_170079.4 CG31145
NM_001144630.2 CG31145
NM_142908.3 GILT3
NM_142909.4 GILT2
NM_079739.4 eIF-3p66
NM_142910.3 CG16710
NM_144395.5 CG18754
NM_001275948.1 CG18754
NM_142911.4 SPE
NM_142913.2 CG10254
NM_001275949.1 CG10254
NM_170081.2 CG10254
NR_074054.1 CR43903
NM_142914.3 CG10252
NM_001104417.2 prt
NM_001275950.1 CG31468
NM_170083.3 CG31468
NM_142915.3 Gba1a
NM_170084.3 CG31413
NM_001104418.2 Gba1b
NM_001275951.1 Gba1b
NR_074055.1 CR44052
NM_142916.3 CG10301
NM_142917.4 CG10300
NM_057302.3 nau
NM_001170231.1 nau
NM_142918.4 CG10232
NM_170086.2 CG10365
NM_142919.2 CG10365
NR_002501.2 RNaseMRP:RNA
NM_170088.2 Rpn9
NM_142920.3 Rpn9
NM_170089.2 Hmgcr
NR_133439.1 CR46091
NM_142921.4 RanBP3
NM_001275952.1 RanBP3
NM_079740.4 Rpt5
NM_142922.3 Hrd3
NM_001275953.1 Hrd3
NM_142923.3 PTPMT1
NM_170090.2 PTPMT1
NM_142924.3 SdhD
NM_142925.2 CG10217
NM_170091.2 CG10217
NM_142926.4 Lsd-1
NM_001275954.1 Lsd-1
NM_170092.3 Lsd-1
NM_170093.3 Lsd-1
NM_142927.3 CG10214
NM_001170233.1 CG10375
NM_142928.3 CG10375
NM_079741.3 tst
NM_001275955.1 tst
NM_142929.4 CG10208
NM_001275956.1 Nup98-96
NM_142930.3 Nup98-96
NM_001260337.1 Nup98-96
NM_057796.4 mbc
NM_001260338.2 mbc
NM_206549.4 CG33111
NM_001275958.1 CG33111
NM_176548.4 CG33111
NM_001275957.1 CG33111
NM_001014646.2 CG33111
NM_001300560.1 eIF4G2
NM_142931.4 eIF4G2
NR_125239.1 CR43285
NR_002076.1 snRNA:U1:95Cc
NR_002077.1 snRNA:U1:95Cb
NR_002078.1 snRNA:U1:95Ca
NM_001104420.3 Pli
NM_079742.4 Pli
NM_079743.4 TfIIA-S
NM_142933.2 tbrd-1
NM_001104422.3 sba
NM_001275960.1 sba
NM_001275959.1 sba
NM_001104423.2 sba
NM_001260342.2 sba
NM_170094.4 sba
NM_176549.3 sba
NM_170095.3 CG31141
NM_142934.4 Ndc1
NM_001275961.1 CG13601
NM_142935.2 CG13601
NM_001300563.1 CG43998
NM_170096.4 CG43998
NM_001300562.1 CG43998
NM_001043284.2 CG43999
NM_001300561.1 CG43999
NM_170097.3 CG31142
NM_079745.4 Rpt2
NM_001300564.1 Rpt2
NM_142937.4 CG13599
NM_142938.2 RpS19b
NM_001275962.1 RpS19b
NM_142939.2 CG5854
NM_170101.3 Gdh
NM_206550.2 Gdh
NM_079746.6 Gdh
NM_206551.3 Gdh
NM_001260343.1 CG12268
NM_142940.3 CG12268
NM_176550.2 CG12268
NM_170103.2 GluProRS
NM_079747.3 GluProRS
NR_133440.1 CR46092
NM_001275963.1 AP-1sigma
NM_001260345.2 AP-1sigma
NM_001260344.2 AP-1sigma
NM_142941.3 AP-1sigma
NM_001104425.2 CG31140
NM_001275964.1 CG31140
NM_001104424.3 CG31140
NM_206552.4 CG31140
NM_001260346.1 CG31140
NM_142942.6 CG31140
NM_206553.4 CG31140
NR_144664.1 mir-9381
NR_048473.1 CR31451
NR_048472.1 CR31451
NM_170106.4 CG5902
NM_001170234.2 CG5902
NM_142944.4 CG5902
NM_001104427.1 CG13604
NM_001104426.1 CG13604
NM_001275965.1 CG13604
NM_142945.3 CG13604
NM_001104428.1 CG13604
NM_079748.4 Rab7
NM_001260348.2 Rab7
NM_001260347.1 Rab7
NM_001170235.2 CG33108
NM_176551.3 CG33108
NM_170107.4 LSm3
NM_001170236.3 LSm3
NM_079749.6 KrT95D
NM_170110.4 KrT95D
NM_170109.2 KrT95D
NM_001170238.2 KrT95D
NM_170108.4 KrT95D
NM_142947.4 Ime4
NM_142948.4 Miro
NM_170114.3 Miro
NM_170111.3 Miro
NM_001275966.1 Miro
NM_142949.4 spas
NM_001316509.1 spas
NM_001316508.1 spas
NM_001275967.2 spas
NM_170115.3 spas
NM_001300565.1 spas
NM_170118.2 Rox8
NM_001275968.1 Rox8
NM_001275969.1 Rox8
NM_170117.2 Rox8
NM_170116.2 Rox8
NM_170119.2 Rox8
NM_142950.2 CG5986
NM_001275970.1 CG5986
NM_142952.3 Atg6
NM_142951.3 CG5991
NM_170120.2 CG5991
NM_170121.2 CG5991
NR_125240.1 CR44097
NR_074056.1 CR44097
NM_142953.2 CG6000
NM_001300566.1 CG6000
NM_079750.4 Hsp68
NM_142954.4 SMC1
NM_176552.3 4EHP
NM_001202346.2 4EHP
NM_001202345.2 4EHP
NM_001170239.3 4EHP
NM_001316616.1 Syx1A
NM_001202347.2 Syx1A
NM_079751.5 Syx1A
NM_142955.3 CG10694
NM_142956.2 CG18428
NM_001260349.1 CG18428
NM_001300567.1 CG18428
NM_142957.3 CG13605
NM_142958.3 CG13607
NM_001202349.1 CG13607
NM_176553.2 Root
NM_142960.4 GatB
NM_058067.3 Tsc1
NM_142961.5 Sec10
NM_142962.3 Npc2f
NM_142963.3 Kal1
NM_170125.3 Slimp
NM_206554.2 p38c
NM_001170240.2 p38a
NM_057815.5 p38a
NM_170126.5 p38a
NM_142964.3 CG6178
NM_001032037.2 Myo95E
NM_001032035.2 Myo95E
NM_206555.2 Myo95E
NM_206556.2 Myo95E
NM_001032036.2 Myo95E
NM_001032033.2 Myo95E
NM_142966.3 CG6182
NM_079752.3 mRpS24
NM_058082.3 Apc2
NM_001347814.1 Apc2
NM_001347815.1 Apc2
NM_142967.4 CG5510
NM_001275971.2 CG13606
NM_142968.3 CG13606
NM_001043285.3 CG13606
NM_001300569.1 CG13606
NM_142969.4 CHORD
NM_001300570.1 CG5515
NM_142970.3 CG5515
NM_176554.2 CG5515
NM_001275972.1 CG5515
NM_142971.3 jnj
NM_142972.5 CG6204
NM_170130.3 twin
NM_170132.3 twin
NM_170128.2 twin
NM_170129.3 twin
NM_176555.2 twin
NM_170131.3 twin
NM_142974.3 CG17786
NM_170134.2 cav
NM_170135.2 cav
NM_079753.4 cav
NM_170133.2 cav
NM_001275973.1 Spps
NM_142975.3 Spps
NM_142976.5 CG13609
NM_001260350.2 Spase22-23
NM_080159.3 Acp95EF
NM_142977.5 Spase22-23
NR_125242.1 CR45217
NR_125241.1 CR45217
NR_074057.1 CR44092
NR_048474.2 scaRNA:MeU2-G25
NM_142980.4 beta-PheRS
NM_079754.4 jar
NM_001275976.1 jar
NM_170138.3 jar
NM_001275977.2 jar
NM_001014650.3 jar
NM_001014647.3 jar
NM_001300572.1 jar
NM_001014648.3 jar
NM_001014649.3 jar
NM_142981.3 Orct2
NM_001275978.2 Orct2
NM_079755.2 Orct
NM_001275979.1 Orct
NM_142982.3 CG13611
NR_125243.1 CR45662
NM_142983.3 CG6356
NM_001104429.2 CG34290
NM_142984.2 CG6364
NM_001260354.2 CG6364
NM_001260353.2 CG6364
NM_001144633.3 CG6364
NM_001260352.2 CG6364
NM_142985.4 CG5715
NM_079756.3 crb
NM_001043286.2 crb
NM_001275980.1 crb
NM_001260355.2 crb
NM_142986.4 Nab2
NR_133441.1 CR46093
NM_170139.3 BRWD3
NM_142988.4 CG5728
NM_001275981.1 Dis3
NM_142989.4 Dis3
NM_142990.2 CG6432
NM_001300573.1 CG6432
NR_048475.1 mir-1015
NM_080511.3 Ms
NM_001300574.1 Ms
NM_001275982.1 Ms
NM_001275985.1 CG5746
NM_001144634.2 CG5746
NM_170140.2 CG5746
NM_001275984.1 CG5746
NM_001275983.1 CG5746
NM_001144635.2 CG5746
NM_142991.3 CG5746
NM_170141.3 CG6454
NM_001275986.1 CG6454
NM_142992.3 CG6454
NM_142993.3 Golgin84
NM_142994.4 CG18528
NM_142995.3 CG5762
NM_206557.3 CG33339
NM_206558.2 CG33340
NM_142997.1 CG17784
NM_001104430.2 CG13613
NM_001202350.1 CG42811
NM_001104431.2 CG42812
NM_206559.2 CG33341
NM_142999.2 CG13614
NM_143000.3 CG17782
NM_143001.3 CG17781
NM_001104434.1 CG33342
NM_170143.2 CG17780
NM_143002.2 CG17780
NM_143003.2 CG5768
NM_170144.3 CG5768
NM_143004.3 CG13615
NM_143005.3 CG13616
NM_001300575.1 CG13616
NM_001275988.2 nAChRalpha1
NM_001275987.1 nAChRalpha1
NM_079757.4 nAChRalpha1
NR_133442.1 CR45950
NR_048477.1 CR43455
NR_125244.1 CR45649
NM_170145.2 CG31128
NM_170146.2 nAChRalpha2
NM_079758.3 nAChRalpha2
NR_048478.1 mir-1017
NM_143006.2 CG13617
NM_001275989.1 CG13617
NM_079760.3 Pp1alpha-96A
NM_001275990.1 Pp1alpha-96A
NR_074058.1 CR44021
NM_143007.3 CG13622
NM_143008.3 CG13618
NM_143009.2 CG6607
NM_001275991.1 CG13623
NM_143010.2 CG13623
NM_170148.3 ana1
NM_143011.3 ana1
NM_001260357.1 CG5789
NM_143012.3 CG5789
NM_170652.2 Esyt2
NM_001260358.2 Esyt2
NM_170653.3 Esyt2
NM_001275992.1 Esyt2
NR_002081.1 snRNA:U6:96Aa
NR_002082.1 snRNA:U6:96Ab
NR_002083.1 snRNA:U6:96Ac
NM_170151.2 REPTOR
NM_170150.2 REPTOR
NM_001043288.2 REPTOR
NM_001043287.2 REPTOR
NM_170152.2 REPTOR
NM_001300576.1 REPTOR
NM_143014.3 REPTOR
NR_133443.1 CR46094
NM_143015.4 CG13625
NM_001260359.1 mld
NM_001043289.2 mld
NM_001260360.1 mld
NM_143016.2 mld
NM_001043290.2 mld
NR_133444.1 CR46095
NM_079761.4 Syx18
NM_143017.3 atl
NM_170155.2 Wsck
NM_170157.2 atl
NM_001300577.1 atl
NM_001260362.2 CG43222
NM_001300578.1 CG43222
NM_176558.3 ash2
NM_001260363.1 ash2
NM_170160.2 ash2
NM_170161.3 CG31125
NM_206565.2 CG6695
NM_143019.3 CG6695
NR_048480.1 mir-1003
NM_170162.3 CG31126
NM_143021.3 Ppox
NM_001275997.1 slo
NM_001275999.1 slo
NM_001275998.1 slo
NM_206566.4 slo
NM_170164.4 slo
NM_001014661.4 slo
